feature,importance
tfidf_916,0.0
tfidf_384,0.0
tfidf_918,0.0
tfidf_266,0.0
tfidf_261,0.0
tfidf_260,0.0
tfidf_905,0.0
tfidf_95,0.0
tfidf_907,0.0
tfidf_908,0.0
tfidf_259,0.0
tfidf_200,0.0
tfidf_33,0.0
tfidf_890,0.0
tfidf_278,0.0
tfidf_892,0.0
tfidf_0,0.0
tfidf_896,0.0
tfidf_898,0.0
tfidf_900,0.0
tfidf_879,0.0
tfidf_880,0.0
tfidf_881,0.0
tfidf_277,0.0
tfidf_272,0.0
tfidf_270,0.0
tfidf_887,0.0
tfidf_4,0.0
tfidf_87,0.0
tfidf_88,0.0
tfidf_186,0.0
tfidf_90,0.0
tfidf_617,0.0
tfidf_189,0.0
tfidf_91,0.0
tfidf_192,0.0
tfidf_615,0.0
tfidf_173,0.0
tfidf_614,0.0
tfidf_92,0.0
tfidf_93,0.0
tfidf_177,0.0
tfidf_179,0.0
tfidf_628,0.0
tfidf_627,0.0
tfidf_10,0.0
tfidf_165,0.0
tfidf_626,0.0
tfidf_167,0.0
tfidf_78,0.0
tfidf_79,0.0
tfidf_85,0.0
tfidf_69,0.0
tfidf_625,0.0
tfidf_922,0.0
tfidf_923,0.0
tfidf_924,0.0
tfidf_925,0.0
tfidf_71,0.0
tfidf_927,0.0
tfidf_622,0.0
tfidf_968,0.0
tfidf_643,0.0
tfidf_971,0.0
tfidf_972,0.0
tfidf_72,0.0
tfidf_974,0.0
tfidf_975,0.0
tfidf_73,0.0
tfidf_960,0.0
tfidf_642,0.0
tfidf_962,0.0
tfidf_639,0.0
tfidf_964,0.0
tfidf_636,0.0
tfidf_966,0.0
tfidf_74,0.0
tfidf_75,0.0
tfidf_945,0.0
tfidf_635,0.0
tfidf_633,0.0
tfidf_126,0.0
R_hist_1,0.0
tfidf_957,0.0
tfidf_931,0.0
tfidf_932,0.0
tfidf_933,0.0
R_hist_2,0.0
tfidf_649,0.0
tfidf_937,0.0
tfidf_938,0.0
tfidf_648,0.0
tfidf_146,0.0
tfidf_148,0.0
tfidf_149,0.0
tfidf_646,0.0
tfidf_7,0.0
tfidf_154,0.0
tfidf_416,0.0
tfidf_157,0.0
tfidf_136,0.0
tfidf_419,0.0
tfidf_138,0.0
tfidf_139,0.0
tfidf_141,0.0
tfidf_421,0.0
tfidf_294,0.0
tfidf_422,0.0
tfidf_423,0.0
tfidf_991,0.0
tfidf_404,0.0
tfidf_405,0.0
tfidf_994,0.0
tfidf_406,0.0
tfidf_133,0.0
tfidf_134,0.0
tfidf_976,0.0
tfidf_407,0.0
tfidf_980,0.0
tfidf_983,0.0
tfidf_985,0.0
tfidf_986,0.0
tfidf_291,0.0
tfidf_988,0.0
tfidf_111,0.0
tfidf_12,0.0
tfidf_113,0.0
tfidf_114,0.0
tfidf_115,0.0
tfidf_610,0.0
tfidf_607,0.0
tfidf_606,0.0
tfidf_412,0.0
tfidf_302,0.0
tfidf_104,0.0
tfidf_105,0.0
tfidf_394,0.0
tfidf_107,0.0
tfidf_396,0.0
tfidf_299,0.0
tfidf_397,0.0
G_std,0.0
B_std,0.0
gray_std,0.0
R_hist_0,0.0
tfidf_99,0.0
tfidf_100,0.0
tfidf_399,0.0
tfidf_158,0.0
tfidf_159,0.0
tfidf_952,0.0
tfidf_295,0.0
tfidf_995,0.0
tfidf_996,0.0
tfidf_997,0.0
tfidf_998,0.0
tfidf_313,0.0
tfidf_311,0.0
tfidf_402,0.0
tfidf_64,0.0
tfidf_65,0.0
tfidf_385,0.0
tfidf_310,0.0
tfidf_6,0.0
tfidf_52,0.0
tfidf_53,0.0
tfidf_54,0.0
tfidf_55,0.0
tfidf_56,0.0
tfidf_57,0.0
tfidf_58,0.0
tfidf_59,0.0
tfidf_44,0.0
tfidf_45,0.0
tfidf_46,0.0
tfidf_47,0.0
tfidf_48,0.0
tfidf_387,0.0
tfidf_389,0.0
tfidf_51,0.0
tfidf_96,0.0
tfidf_97,0.0
tfidf_98,0.0
tfidf_36,0.0
tfidf_38,0.0
tfidf_40,0.0
tfidf_309,0.0
tfidf_9,0.0
tfidf_307,0.0
tfidf_377,0.0
tfidf_378,0.0
tfidf_306,0.0
tfidf_381,0.0
tfidf_382,0.0
tfidf_383,0.0
tfidf_8,0.0
tfidf_304,0.0
tfidf_390,0.0
tfidf_369,0.0
tfidf_370,0.0
tfidf_371,0.0
tfidf_372,0.0
tfidf_374,0.0
tfidf_375,0.0
tfidf_392,0.0
tfidf_355,0.0
tfidf_611,0.0
tfidf_357,0.0
tfidf_459,0.0
tfidf_460,0.0
tfidf_363,0.0
tfidf_364,0.0
tfidf_461,0.0
tfidf_26,0.0
tfidf_27,0.0
tfidf_29,0.0
tfidf_30,0.0
tfidf_31,0.0
tfidf_322,0.0
tfidf_112,0.0
